dataset,method,window,subject,classes,samples,accuracy,c0,c1,c_ba,ba_converged,i_uniform,itr_c1_bpm,itr_ba_bpm,itr_mi_bpm
JBHI16,ETRCA,1.4,aggregate,16,1248,0.7612179487179487,4.0,2.274095649458088,2.733901340781471,True,2.6546764817822894,71.81354682499226,86.33372655099383,83.83188889838809
JBHI16,ETRCA,1.6,aggregate,16,1248,0.7636217948717948,4.0,2.2875309083614503,2.801188891126889,True,2.6864146608782056,65.3580259531843,80.0339683179111,76.75470459652016
JBHI16,ETRCA,1.8,aggregate,16,1248,0.7716346153846154,4.0,2.332650526029317,2.7852246005835326,True,2.714973256674643,60.85175285293871,72.65803305870085,70.82538930455591
JBHI16,ETRCA,2.0,aggregate,16,1248,0.7716346153846154,4.0,2.332650526029317,2.811332926873666,True,2.727332257735097,55.98361262470361,67.47199024496798,65.45597418564233
JBHI16,FUSIONCA,0.2,aggregate,16,1248,0.4951923076923077,4.0,1.0278382679931384,1.468398821138894,True,1.3195381145169898,88.10042297084044,125.86275609761951,113.10326695859914
JBHI16,FUSIONCA,0.4,aggregate,16,1248,0.6506410256410257,4.0,1.701598446740147,2.152778367247082,True,2.035444854912074,113.43989644934314,143.51855781647217,135.69632366080495
JBHI16,FUSIONCA,0.6,aggregate,16,1248,0.7091346153846154,4.0,1.9937842655009996,2.412979555655877,True,2.311327583223653,108.75186902732725,131.61706667213872,126.07241363038105
JBHI16,FUSIONCA,0.8,aggregate,16,1248,0.7467948717948718,4.0,2.19443654318059,2.627999330754557,True,2.525091600271892,101.28168660833492,121.29227680405648,116.5426892433181
JBHI16,FUSIONCA,1.0,aggregate,16,1248,0.7724358974358975,4.0,2.3371911889199577,2.7376452688010158,True,2.6439437479337773,93.48764755679831,109.50581075204063,105.75774991735109
JBHI16,FUSIONCA,1.2,aggregate,16,1248,0.7764423076923077,4.0,2.35997381216562,2.777912425435738,True,2.685700158948323,83.29319337055131,98.04396795655546,94.7894173746467
JBHI16,FUSIONCA,1.4,aggregate,16,1248,0.7956730769230769,4.0,2.4712190813737385,2.863280545796261,True,2.789573817425497,78.03849730653911,90.41938565672405,88.09180476080518
JBHI16,FUSIONCA,1.6,aggregate,16,1248,0.8028846153846154,4.0,2.5137705444192875,2.9423062219228875,True,2.8494940529317847,71.82201555483678,84.06589205493964,81.41411579805099
JBHI16,FUSIONCA,1.8,aggregate,16,1248,0.8092948717948718,4.0,2.551991722906992,2.949708149207635,True,2.866218655767769,66.57369711931284,76.94890824019917,74.77092145481137
